file	line	property	value	selectors	atRules	suppressed
server/public/css/style.css	6	color-scheme	dark	:root		false
server/public/css/style.css	7	--bg	#0f1420	:root		false
server/public/css/style.css	8	--bg-elevated	#171e2e	:root		false
server/public/css/style.css	9	--bg-elevated-2	#1e2740	:root		false
server/public/css/style.css	12	--border	rgba(122, 141, 195, 0.21)	:root		false
server/public/css/style.css	13	--text	#eef1f8	:root		false
server/public/css/style.css	14	--text-muted	#8b93a7	:root		false
server/public/css/style.css	15	--accent	#5b8cff	:root		false
server/public/css/style.css	16	--accent-2	#9163f5	:root		false
server/public/css/style.css	17	--accent-3	#ef5da8	:root		false
server/public/css/style.css	18	--accent-gradient	linear-gradient(135deg, var(--accent) 0%, var(--accent-2) 55%, var(--accent-3) 100%)	:root		false
server/public/css/style.css	19	--color-wheel-gradient	conic-gradient(\n    var(--danger),\n    var(--state-paused),\n    var(--state-playing),\n    var(--accent),\n    var(--accent-2),\n    var(--accent-3),\n    var(--danger)\n  )	:root		false
server/public/css/style.css	28	--accent-text	#ffffff	:root		false
server/public/css/style.css	32	--accent-bg	rgba(91, 140, 255, 0.16)	:root		false
server/public/css/style.css	33	--rank-1-gold	#ffd166	:root		false
server/public/css/style.css	34	--danger	#ef4444	:root		false
server/public/css/style.css	35	--danger-bg	rgba(239, 68, 68, 0.15)	:root		false
server/public/css/style.css	36	--state-playing	#22c55e	:root		false
server/public/css/style.css	37	--state-playing-bg	rgba(34, 197, 94, 0.16)	:root		false
server/public/css/style.css	38	--state-paused	#f59e0b	:root		false
server/public/css/style.css	39	--state-paused-bg	rgba(245, 158, 11, 0.16)	:root		false
server/public/css/style.css	40	--state-offline	#9ca3af	:root		false
server/public/css/style.css	41	--state-offline-bg	rgba(107, 114, 128, 0.16)	:root		false
server/public/css/style.css	42	--radius-sm	8px	:root		false
server/public/css/style.css	43	--radius	14px	:root		false
server/public/css/style.css	44	--radius-lg	20px	:root		false
server/public/css/style.css	45	--motion-fast	0.15s ease	:root		false
server/public/css/style.css	46	--shadow	0 4px 20px rgba(0, 0, 0, 0.35)	:root		false
server/public/css/style.css	47	--nav-height	64px	:root		false
server/public/css/style.css	48	--topbar-height	56px	:root		false
server/public/css/style.css	49	--shell-bottom-inset	calc(var(--nav-height) + env(safe-area-inset-bottom))	:root		false
server/public/css/style.css	50	--content-max-width	720px	:root		false
server/public/css/style.css	51	--desktop-nav-width	176px	:root		false
server/public/css/style.css	52	--desktop-supporting-pane-min-width	320px	:root		false
server/public/css/style.css	53	--font	-apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif	:root		false
server/public/css/style.css	61	--space-1	4px	:root		false
server/public/css/style.css	62	--space-2	8px	:root		false
server/public/css/style.css	63	--space-3	12px	:root		false
server/public/css/style.css	64	--space-4	16px	:root		false
server/public/css/style.css	65	--space-5	20px	:root		false
server/public/css/style.css	66	--space-6	24px	:root		false
server/public/css/style.css	67	--space-7	32px	:root		false
server/public/css/style.css	68	--space-8	48px	:root		false
server/public/css/style.css	69	--card-padding	var(--space-4) var(--space-4)	:root		false
server/public/css/style.css	73	--row-min-h	68px	:root		false
server/public/css/style.css	74	--row-icon-size	36px	:root		false
server/public/css/style.css	75	--tap-target-size	44px	:root		false
server/public/css/style.css	81	--control-height	32px	:root		true
server/public/css/style.css	82	--control-line-height	1.25	:root		false
server/public/css/style.css	83	--info-popover-max-width	320px	:root		false
server/public/css/style.css	84	--date-picker-width	360px	:root		false
server/public/css/style.css	85	--selection-card-min-width	160px	:root		false
server/public/css/style.css	86	--seating-seat-width	var(--selection-card-min-width)	:root		false
server/public/css/style.css	87	--seating-seat-height	calc(var(--avatar-size-lg) + var(--space-2))	:root		false
server/public/css/style.css	88	--seating-seat-width-compact	calc(var(--avatar-size-lg) + var(--space-4))	:root		false
server/public/css/style.css	89	--seating-seat-height-compact	calc(var(--row-min-h) + var(--space-5))	:root		false
server/public/css/style.css	90	--assignment-select-width	112px	:root		false
server/public/css/style.css	93	--payment-marker-width	96px	:root		false
server/public/css/style.css	96	--arcade-lobby-mode-width	134px	:root		false
server/public/css/style.css	97	--arcade-lobby-mode-toggle-width	154px	:root		false
server/public/css/style.css	98	--arcade-lobby-card-min-height	220px	:root		false
server/public/css/style.css	99	--challenge-rush-stage-max-width	760px	:root		false
server/public/css/style.css	100	--challenge-rush-playfield-min-height	280px	:root		false
server/public/css/style.css	101	--challenge-rush-button-min-width	180px	:root		false
server/public/css/style.css	102	--challenge-rush-button-min-height	96px	:root		false
server/public/css/style.css	103	--challenge-rush-trial-grid-max-width	420px	:root		false
server/public/css/style.css	104	--notification-panel-width	360px	:root		false
server/public/css/style.css	105	--search-panel-width	640px	:root		false
server/public/css/style.css	106	--search-select-results-max-height	320px	:root		false
server/public/css/style.css	111	--info-board-content-max-height	120px	:root		false
server/public/css/style.css	116	--onboarding-rating-spacer	0px	:root		false
server/public/css/style.css	121	--avatar-size-sm	24px	:root		false
server/public/css/style.css	122	--avatar-size-md	32px	:root		false
server/public/css/style.css	123	--avatar-size-lg	48px	:root		false
server/public/css/style.css	129	--font-size-2xs	0.7rem	:root		false
server/public/css/style.css	130	--font-size-xs	0.78rem	:root		false
server/public/css/style.css	131	--font-size-sm	0.85rem	:root		false
server/public/css/style.css	132	--font-size-md	0.95rem	:root		false
server/public/css/style.css	133	--font-size-lg	1.15rem	:root		false
server/public/css/style.css	134	--font-size-xl	1.3rem	:root		false
server/public/css/style.css	135	--font-size-2xl	1.5rem	:root		false
server/public/css/style.css	136	--font-size-3xl	2rem	:root		false
server/public/css/style.css	137	--font-weight-regular	400	:root		false
server/public/css/style.css	138	--font-weight-medium	600	:root		false
server/public/css/style.css	139	--font-weight-bold	700	:root		false
server/public/css/style.css	140	--font-weight-black	800	:root		false
server/public/css/style.css	141	--line-height-tight	1	:root		false
server/public/css/style.css	150	--bp-sm	480px	:root		false
server/public/css/style.css	151	--bp-md	640px	:root		false
server/public/css/style.css	152	--bp-lg	860px	:root		false
server/public/css/style.css	153	--bp-xl	1280px	:root		false
server/public/css/style.css	158	--radius-full	999px	:root		false
server/public/css/style.css	163	--shadow-glow-accent	0 4px 20px rgba(91, 140, 255, 0.42)	:root		false
server/public/css/style.css	164	--shadow-glow-brand	0 0 14px rgba(145, 99, 245, 0.5)	:root		false
server/public/css/style.css	168	box-sizing	border-box	*		false
server/public/css/style.css	173	margin	0	html | body		false
server/public/css/style.css	174	padding	0	html | body		false
server/public/css/style.css	175	height	100%	html | body		false
server/public/css/style.css	184	display	none !important	[hidden]		false
server/public/css/style.css	190	background	radial-gradient(640px 420px at 88% -8%, rgba(145, 99, 245, 0.13), transparent 65%),\n    radial-gradient(720px 520px at -12% 108%, rgba(91, 140, 255, 0.09), transparent 65%),\n    var(--bg)	body		false
server/public/css/style.css	194	background-attachment	fixed	body		false
server/public/css/style.css	195	color	var(--text)	body		false
server/public/css/style.css	196	font-family	var(--font)	body		false
server/public/css/style.css	197	font-size	var(--font-size-md)	body		false
server/public/css/style.css	199	overscroll-behavior-y	none	body		false
server/public/css/style.css	207	scrollbar-color	rgba(139, 147, 167, 0.35) transparent	html		false
server/public/css/style.css	210	scrollbar-width	thin	*		false
server/public/css/style.css	213	width	9px	::-webkit-scrollbar		false
server/public/css/style.css	214	height	9px	::-webkit-scrollbar		false
server/public/css/style.css	217	background	transparent	::-webkit-scrollbar-track		false
server/public/css/style.css	220	background	rgba(139, 147, 167, 0.3)	::-webkit-scrollbar-thumb		false
server/public/css/style.css	221	border-radius	var(--radius-full)	::-webkit-scrollbar-thumb		false
server/public/css/style.css	224	border	2px solid transparent	::-webkit-scrollbar-thumb		false
server/public/css/style.css	225	background-clip	padding-box	::-webkit-scrollbar-thumb		false
server/public/css/style.css	228	background	rgba(139, 147, 167, 0.55)	::-webkit-scrollbar-thumb:hover		false
server/public/css/style.css	229	background-clip	padding-box	::-webkit-scrollbar-thumb:hover		false
server/public/css/style.css	230	border	2px solid transparent	::-webkit-scrollbar-thumb:hover		false
server/public/css/style.css	233	background	transparent	::-webkit-scrollbar-corner		false
server/public/css/style.css	240	font-family	inherit	button | input | select | textarea		false
server/public/css/style.css	241	color	inherit	button | input | select | textarea		false
server/public/css/style.css	242	line-height	var(--control-line-height)	button | input | select | textarea		false
server/public/css/style.css	246	color	var(--text-muted)	.muted		false
server/public/css/style.css	252	position	absolute	.visually-hidden		false
server/public/css/style.css	253	width	1px	.visually-hidden		false
server/public/css/style.css	254	height	1px	.visually-hidden		false
server/public/css/style.css	255	padding	0	.visually-hidden		false
server/public/css/style.css	256	margin	-1px	.visually-hidden		true
server/public/css/style.css	257	overflow	hidden	.visually-hidden		false
server/public/css/style.css	258	clip	rect(0, 0, 0, 0)	.visually-hidden		false
server/public/css/style.css	259	white-space	nowrap	.visually-hidden		false
server/public/css/style.css	260	border	0	.visually-hidden		false
server/public/css/style.css	264	color	var(--danger)	.error-text		false
server/public/css/style.css	265	font-size	var(--font-size-sm)	.error-text		false
server/public/css/style.css	277	height	100dvh	.app		false
server/public/css/style.css	278	display	flex	.app		false
server/public/css/style.css	279	flex-direction	column	.app		false
server/public/css/style.css	283	height	var(--topbar-height)	.topbar		false
server/public/css/style.css	284	display	flex	.topbar		false
server/public/css/style.css	285	align-items	center	.topbar		false
server/public/css/style.css	286	justify-content	space-between	.topbar		false
server/public/css/style.css	287	padding	0 var(--space-4)	.topbar		false
server/public/css/style.css	288	padding-top	env(safe-area-inset-top)	.topbar		false
server/public/css/style.css	289	background	var(--bg-elevated)	.topbar		false
server/public/css/style.css	290	border-bottom	1px solid var(--border)	.topbar		false
server/public/css/style.css	291	position	sticky	.topbar		false
server/public/css/style.css	292	top	0	.topbar		false
server/public/css/style.css	293	z-index	10	.topbar		false
server/public/css/style.css	301	background	rgba(23, 30, 46, 0.7)	.topbar | .bottom-nav	@supports ((backdrop-filter: blur(1px)) or (-webkit-backdrop-filter: blur(1px)))	false
server/public/css/style.css	303	backdrop-filter	blur(16px) saturate(1.4)	.topbar | .bottom-nav	@supports ((backdrop-filter: blur(1px)) or (-webkit-backdrop-filter: blur(1px)))	false
server/public/css/style.css	309	content	''	.topbar::after		false
server/public/css/style.css	310	position	absolute	.topbar::after		false
server/public/css/style.css	311	left	0	.topbar::after		false
server/public/css/style.css	312	right	0	.topbar::after		false
server/public/css/style.css	313	top	100%	.topbar::after		false
server/public/css/style.css	314	height	2px	.topbar::after		false
server/public/css/style.css	315	background	var(--accent-gradient)	.topbar::after		false
server/public/css/style.css	316	opacity	0.55	.topbar::after		false
server/public/css/style.css	323	display	flex	.admin-banner		false
server/public/css/style.css	324	align-items	center	.admin-banner		false
server/public/css/style.css	325	justify-content	space-between	.admin-banner		false
server/public/css/style.css	326	gap	var(--space-3)	.admin-banner		false
server/public/css/style.css	327	padding	var(--space-2) var(--space-4)	.admin-banner		false
server/public/css/style.css	328	background	var(--state-paused-bg)	.admin-banner		false
server/public/css/style.css	329	color	var(--state-paused)	.admin-banner		false
server/public/css/style.css	330	border-bottom	1px solid var(--border)	.admin-banner		false
server/public/css/style.css	331	font-size	var(--font-size-sm)	.admin-banner		false
server/public/css/style.css	332	font-weight	var(--font-weight-medium)	.admin-banner		false
server/public/css/style.css	336	display	flex	.admin-banner-label		false
server/public/css/style.css	337	align-items	center	.admin-banner-label		false
server/public/css/style.css	338	gap	var(--space-2)	.admin-banner-label		false
server/public/css/style.css	344	display	flex	.connection-status		false
server/public/css/style.css	345	align-items	center	.connection-status		false
server/public/css/style.css	346	justify-content	center	.connection-status		false
server/public/css/style.css	347	gap	var(--space-2)	.connection-status		false
server/public/css/style.css	348	padding	var(--space-2) var(--space-4)	.connection-status		false
server/public/css/style.css	349	border-bottom	1px solid var(--state-paused)	.connection-status		false
server/public/css/style.css	350	background	var(--state-paused-bg)	.connection-status		false
server/public/css/style.css	351	color	var(--state-paused)	.connection-status		false
server/public/css/style.css	352	font-size	var(--font-size-sm)	.connection-status		false
server/public/css/style.css	353	font-weight	var(--font-weight-medium)	.connection-status		false
server/public/css/style.css	354	text-align	center	.connection-status		false
server/public/css/style.css	358	flex	0 0 auto	.connection-status .ui-icon		false
server/public/css/style.css	362	display	flex	.readiness-overview > span:first-child		false
server/public/css/style.css	363	flex-direction	column	.readiness-overview > span:first-child		false
server/public/css/style.css	364	gap	var(--space-1)	.readiness-overview > span:first-child		false
server/public/css/style.css	368	gap	var(--space-2)	.readiness-check		false
server/public/css/style.css	373	margin	0	.readiness-check-summary | .readiness-details		false
server/public/css/style.css	377	color	var(--text-muted)	.readiness-check-summary		false
server/public/css/style.css	378	overflow-wrap	anywhere	.readiness-check-summary		false
server/public/css/style.css	382	padding-left	var(--space-5)	.readiness-details		false
server/public/css/style.css	383	color	var(--text-muted)	.readiness-details		false
server/public/css/style.css	384	font-size	var(--font-size-xs)	.readiness-details		false
server/public/css/style.css	385	overflow-wrap	anywhere	.readiness-details		false
server/public/css/style.css	389	width	100%	#broadcast-message		false
server/public/css/style.css	395	display	flex	.notification-highlight		false
server/public/css/style.css	396	align-items	stretch	.notification-highlight		false
server/public/css/style.css	397	min-width	0	.notification-highlight		false
server/public/css/style.css	398	border-bottom	1px solid var(--border)	.notification-highlight		false
server/public/css/style.css	399	background	var(--accent-gradient)	.notification-highlight		false
server/public/css/style.css	400	color	var(--accent-text)	.notification-highlight		false
server/public/css/style.css	401	box-shadow	var(--shadow-glow-brand)	.notification-highlight		false
server/public/css/style.css	404	display	flex	.notification-highlight-link		false
server/public/css/style.css	405	align-items	center	.notification-highlight-link		false
server/public/css/style.css	406	gap	var(--space-3)	.notification-highlight-link		false
server/public/css/style.css	407	min-width	0	.notification-highlight-link		false
server/public/css/style.css	408	flex	1	.notification-highlight-link		false
server/public/css/style.css	409	padding	var(--space-2) var(--space-4)	.notification-highlight-link		false
server/public/css/style.css	410	border	0	.notification-highlight-link		false
server/public/css/style.css	411	background	transparent	.notification-highlight-link		false
server/public/css/style.css	412	color	var(--text)	.notification-highlight-link		false
server/public/css/style.css	413	text-align	left	.notification-highlight-link		false
server/public/css/style.css	414	cursor	pointer	.notification-highlight-link		false
server/public/css/style.css	417	flex	0 0 auto	.notification-highlight-link > .ui-icon		false
server/public/css/style.css	418	color	inherit	.notification-highlight-link > .ui-icon		false
server/public/css/style.css	421	display	flex	.notification-highlight-text		false
server/public/css/style.css	422	align-items	baseline	.notification-highlight-text		false
server/public/css/style.css	423	gap	var(--space-2)	.notification-highlight-text		false
server/public/css/style.css	424	min-width	0	.notification-highlight-text		false
server/public/css/style.css	425	flex	1	.notification-highlight-text		false
server/public/css/style.css	426	font-size	var(--font-size-sm)	.notification-highlight-text		false
server/public/css/style.css	430	overflow	hidden	.notification-highlight-text strong | .notification-highlight-text span		false
server/public/css/style.css	431	text-overflow	ellipsis	.notification-highlight-text strong | .notification-highlight-text span		false
server/public/css/style.css	432	white-space	nowrap	.notification-highlight-text strong | .notification-highlight-text span		false
server/public/css/style.css	435	color	inherit	.notification-highlight-text span		false
server/public/css/style.css	436	opacity	.88	.notification-highlight-text span		false
server/public/css/style.css	439	flex	0 0 auto	.notification-highlight-dismiss		false
server/public/css/style.css	440	margin	var(--space-1) var(--space-2) var(--space-1) 0	.notification-highlight-dismiss		false
server/public/css/style.css	444	flex-direction	column	.notification-highlight-text	@media (max-width: 639px)	false
server/public/css/style.css	445	align-items	stretch	.notification-highlight-text	@media (max-width: 639px)	false
server/public/css/style.css	446	gap	0	.notification-highlight-text	@media (max-width: 639px)	false
server/public/css/style.css	452	position	relative	.notification-center		false
server/public/css/style.css	455	position	relative	.notification-center #notifications-btn		false
server/public/css/style.css	458	position	absolute	.notification-count		false
server/public/css/style.css	459	top	0	.notification-count		false
server/public/css/style.css	460	right	0	.notification-count		false
server/public/css/style.css	461	min-width	var(--space-5)	.notification-count		false
server/public/css/style.css	462	height	var(--space-5)	.notification-count		false
server/public/css/style.css	463	display	inline-flex	.notification-count		false
server/public/css/style.css	464	align-items	center	.notification-count		false
server/public/css/style.css	465	justify-content	center	.notification-count		false
server/public/css/style.css	466	padding	0 var(--space-1)	.notification-count		false
server/public/css/style.css	467	border-radius	var(--radius-full)	.notification-count		false
server/public/css/style.css	468	background	var(--danger)	.notification-count		false
server/public/css/style.css	469	color	var(--accent-text)	.notification-count		false
server/public/css/style.css	470	font-size	var(--font-size-2xs)	.notification-count		false
server/public/css/style.css	471	font-weight	var(--font-weight-bold)	.notification-count		false
server/public/css/style.css	472	line-height	var(--line-height-tight)	.notification-count		false
server/public/css/style.css	475	position	absolute	.notification-center-panel		false
server/public/css/style.css	476	top	calc(100% + var(--space-2))	.notification-center-panel		false
server/public/css/style.css	477	right	0	.notification-center-panel		false
server/public/css/style.css	478	z-index	30	.notification-center-panel		false
server/public/css/style.css	479	width	min(var(--notification-panel-width), calc(100vw - var(--space-4)))	.notification-center-panel		false
server/public/css/style.css	480	max-height	calc(100dvh - var(--topbar-height) - var(--shell-bottom-inset) - var(--space-6))	.notification-center-panel		false
server/public/css/style.css	481	overflow-y	auto	.notification-center-panel		false
server/public/css/style.css	482	border	1px solid var(--border)	.notification-center-panel		false
server/public/css/style.css	483	border-radius	var(--radius)	.notification-center-panel		false
server/public/css/style.css	484	background	var(--bg-elevated)	.notification-center-panel		false
server/public/css/style.css	485	box-shadow	var(--shadow)	.notification-center-panel		false
server/public/css/style.css	489	position	fixed	.notification-center-panel	@media (max-width: 639px)	false
server/public/css/style.css	490	top	calc(var(--topbar-height) + var(--space-2))	.notification-center-panel	@media (max-width: 639px)	false
server/public/css/style.css	491	right	var(--space-2)	.notification-center-panel	@media (max-width: 639px)	false
server/public/css/style.css	492	left	var(--space-2)	.notification-center-panel	@media (max-width: 639px)	false
server/public/css/style.css	493	width	auto	.notification-center-panel	@media (max-width: 639px)	false
server/public/css/style.css	497	position	sticky	.notification-center-header		false
server/public/css/style.css	498	top	0	.notification-center-header		false
server/public/css/style.css	499	z-index	1	.notification-center-header		false
server/public/css/style.css	500	padding	var(--space-2) var(--space-3)	.notification-center-header		false
server/public/css/style.css	501	border-bottom	1px solid var(--border)	.notification-center-header		false
server/public/css/style.css	502	background	var(--bg-elevated)	.notification-center-header		false
server/public/css/style.css	505	position	sticky	.notification-center-toolbar		false
server/public/css/style.css	506	bottom	0	.notification-center-toolbar		false
server/public/css/style.css	507	z-index	1	.notification-center-toolbar		false
server/public/css/style.css	508	display	grid	.notification-center-toolbar		false
server/public/css/style.css	509	grid-template-columns	repeat(2, minmax(0, 1fr))	.notification-center-toolbar		false
server/public/css/style.css	510	gap	var(--space-2)	.notification-center-toolbar		false
server/public/css/style.css	511	padding	var(--space-2) var(--space-3)	.notification-center-toolbar		false
server/public/css/style.css	512	border-top	1px solid var(--border)	.notification-center-toolbar		false
server/public/css/style.css	513	background	var(--bg-elevated)	.notification-center-toolbar		false
server/public/css/style.css	519	grid-template-columns	repeat(3, minmax(0, 1fr))	.notification-center-toolbar--3		false
server/public/css/style.css	522	display	flex	.notification-center-list		false
server/public/css/style.css	523	flex-direction	column	.notification-center-list		false
server/public/css/style.css	526	padding	var(--space-3)	.notification-center-entry		false
server/public/css/style.css	527	border-bottom	1px solid var(--border)	.notification-center-entry		false
server/public/css/style.css	530	border-bottom	0	.notification-center-entry:last-child		false
server/public/css/style.css	533	border-left	var(--space-1) solid var(--accent)	.notification-center-entry.is-unread		false
server/public/css/style.css	534	background	var(--bg-elevated-2)	.notification-center-entry.is-unread		false
server/public/css/style.css	540	opacity	0.7	.notification-center-entry.is-obsolete		false
server/public/css/style.css	545	gap	var(--space-2)	.notification-center-entry-head | .notification-center-entry-title | .notification-center-actions		false
server/public/css/style.css	548	min-width	0	.notification-center-entry-title		false
server/public/css/style.css	549	flex-wrap	wrap	.notification-center-entry-title		false
server/public/css/style.css	552	display	inline-flex	.notification-center-entry-icon		false
server/public/css/style.css	553	flex	0 0 auto	.notification-center-entry-icon		false
server/public/css/style.css	556	flex-shrink	0	.notification-center-time		false
server/public/css/style.css	557	font-size	var(--font-size-xs)	.notification-center-time		false
server/public/css/style.css	560	margin-top	var(--space-2)	.notification-center-body		false
server/public/css/style.css	561	font-size	var(--font-size-sm)	.notification-center-body		false
server/public/css/style.css	562	overflow-wrap	anywhere	.notification-center-body		false
server/public/css/style.css	565	display	flex	.notification-center-actions		false
server/public/css/style.css	566	align-items	center	.notification-center-actions		false
server/public/css/style.css	567	flex-wrap	wrap	.notification-center-actions		false
server/public/css/style.css	568	margin-top	var(--space-3)	.notification-center-actions		false
server/public/css/style.css	571	display	inline-flex	.notification-center-entry-tools		false
server/public/css/style.css	572	align-items	center	.notification-center-entry-tools		false
server/public/css/style.css	573	gap	var(--space-1)	.notification-center-entry-tools		false
server/public/css/style.css	574	margin-left	auto	.notification-center-entry-tools		false
server/public/css/style.css	577	color	var(--state-playing)	.notification-center-seen		false
server/public/css/style.css	580	color	var(--danger)	.notification-center-remove		false
server/public/css/style.css	583	padding	var(--space-5)	.notification-center-empty		false
server/public/css/style.css	587	font-size	var(--font-size-lg)	.topbar-title		false
server/public/css/style.css	588	display	flex	.topbar-title		false
server/public/css/style.css	589	min-width	var(--tap-target-size)	.topbar-title		false
server/public/css/style.css	590	min-height	var(--tap-target-size)	.topbar-title		false
server/public/css/style.css	591	align-items	center	.topbar-title		false
server/public/css/style.css	592	gap	var(--space-2)	.topbar-title		false
server/public/css/style.css	593	color	inherit	.topbar-title		false
server/public/css/style.css	594	text-decoration	none	.topbar-title		false
server/public/css/style.css	595	cursor	pointer	.topbar-title		false
server/public/css/style.css	599	display	block	.topbar-logo		false
server/public/css/style.css	600	border-radius	var(--radius-sm)	.topbar-logo		false
server/public/css/style.css	601	filter	drop-shadow(0 0 6px rgba(145, 99, 245, 0.5))	.topbar-logo		false
server/public/css/style.css	605	display	block	.login-logo		false
server/public/css/style.css	606	margin	0 auto	.login-logo		false
server/public/css/style.css	607	border-radius	var(--radius-lg)	.login-logo		false
server/public/css/style.css	608	box-shadow	var(--shadow), 0 0 52px rgba(145, 99, 245, 0.45)	.login-logo		false
server/public/css/style.css	613	display	inline-block	.brand-title		false
server/public/css/style.css	614	font-weight	var(--font-weight-black)	.brand-title		false
server/public/css/style.css	615	letter-spacing	-0.02em	.brand-title		false
server/public/css/style.css	616	background	var(--accent-gradient)	.brand-title		false
server/public/css/style.css	618	background-clip	text	.brand-title		false
server/public/css/style.css	619	color	transparent	.brand-title		false
server/public/css/style.css	621	filter	drop-shadow(var(--shadow-glow-brand))	.brand-title		false
server/public/css/style.css	625	display	flex	.topbar-actions		false
server/public/css/style.css	626	align-items	center	.topbar-actions		false
server/public/css/style.css	627	gap	var(--space-1)	.topbar-actions		false
server/public/css/style.css	631	display	none	.topbar-title .brand-title	@media (max-width: 479px)	false
server/public/css/style.css	638	display	none	.topbar-title .brand-title | .github-icon-btn	@media (max-width: 639px)	false
server/public/css/style.css	641	gap	var(--space-1)	.topbar-actions	@media (max-width: 639px)	false
server/public/css/style.css	644	max-width	164px	.event-context	@media (max-width: 639px)	false
server/public/css/style.css	649	padding-right	var(--space-6)	.event-context .search-select-control > input	@media (max-width: 639px)	false
server/public/css/style.css	657	position	fixed	.event-context .search-select-list	@media (max-width: 639px)	false
server/public/css/style.css	658	top	calc(var(--topbar-height) + env(safe-area-inset-top) + var(--space-1))	.event-context .search-select-list	@media (max-width: 639px)	false
server/public/css/style.css	659	right	var(--space-3)	.event-context .search-select-list	@media (max-width: 639px)	false
server/public/css/style.css	660	left	var(--space-3)	.event-context .search-select-list	@media (max-width: 639px)	false
server/public/css/style.css	670	overflow-anchor	none	.event-polls-page		false
server/public/css/style.css	674	align-items	flex-start	.event-poll-round-header | .event-poll-option-header		false
server/public/css/style.css	677	margin	0	.event-poll-card-title strong		false
server/public/css/style.css	680	gap	var(--space-3)	.event-poll-list		false
server/public/css/style.css	683	position	relative	.event-poll-card		false
server/public/css/style.css	684	padding	0	.event-poll-card		false
server/public/css/style.css	685	overflow	visible	.event-poll-card		false
server/public/css/style.css	690	z-index	20	.card.has-open-action-menu | .event-card:has(.action-menu[open]) | .event-poll-card:has(.action-menu[open])		false
server/public/css/style.css	693	display	flex	.event-poll-card-header		false
server/public/css/style.css	694	align-items	center	.event-poll-card-header		false
server/public/css/style.css	695	gap	var(--space-2)	.event-poll-card-header		false
server/public/css/style.css	696	padding	var(--space-2) var(--space-3)	.event-poll-card-header		false
server/public/css/style.css	699	display	grid	.event-poll-card-toggle		false
server/public/css/style.css	700	grid-template-columns	auto minmax(0, 1fr)	.event-poll-card-toggle		false
server/public/css/style.css	701	align-items	center	.event-poll-card-toggle		false
server/public/css/style.css	702	gap	var(--space-3)	.event-poll-card-toggle		false
server/public/css/style.css	703	flex	1 1 auto	.event-poll-card-toggle		false
server/public/css/style.css	704	min-width	0	.event-poll-card-toggle		false
server/public/css/style.css	705	min-height	var(--control-height)	.event-poll-card-toggle		false
server/public/css/style.css	706	padding	var(--space-2)	.event-poll-card-toggle		false
server/public/css/style.css	707	border	0	.event-poll-card-toggle		false
server/public/css/style.css	708	border-radius	var(--radius-sm)	.event-poll-card-toggle		false
server/public/css/style.css	709	background	transparent	.event-poll-card-toggle		false
server/public/css/style.css	710	color	inherit	.event-poll-card-toggle		false
server/public/css/style.css	711	font	inherit	.event-poll-card-toggle		false
server/public/css/style.css	712	text-align	left	.event-poll-card-toggle		false
server/public/css/style.css	713	cursor	pointer	.event-poll-card-toggle		false
server/public/css/style.css	716	transform	rotate(90deg)	.event-poll-card-toggle[aria-expanded='true'] .collapsible-section-chevron		false
server/public/css/style.css	720	background	var(--bg-elevated-2)	.event-poll-card-toggle:hover	@media (hover: hover)	false
server/public/css/style.css	725	display	flex	.event-poll-card-title | .event-poll-card-meta		false
server/public/css/style.css	726	flex-direction	column	.event-poll-card-title | .event-poll-card-meta		false
server/public/css/style.css	727	gap	var(--space-1)	.event-poll-card-title | .event-poll-card-meta		false
server/public/css/style.css	728	min-width	0	.event-poll-card-title | .event-poll-card-meta		false
server/public/css/style.css	731	overflow	hidden	.event-poll-card-title strong		false
server/public/css/style.css	732	text-overflow	ellipsis	.event-poll-card-title strong		false
server/public/css/style.css	735	align-items	flex-end	.event-poll-card-meta		false
server/public/css/style.css	736	text-align	right	.event-poll-card-meta		false
server/public/css/style.css	737	min-width	9rem	.event-poll-card-meta		false
server/public/css/style.css	740	display	flex	.event-poll-card-side		false
server/public/css/style.css	741	align-items	center	.event-poll-card-side		false
server/public/css/style.css	742	justify-content	flex-end	.event-poll-card-side		false
server/public/css/style.css	743	flex	0 0 auto	.event-poll-card-side		false
server/public/css/style.css	744	gap	var(--space-2)	.event-poll-card-side		false
server/public/css/style.css	747	max-width	15rem	.event-poll-best-result		false
server/public/css/style.css	748	overflow	hidden	.event-poll-best-result		false
server/public/css/style.css	749	color	var(--accent)	.event-poll-best-result		false
server/public/css/style.css	750	font-size	var(--font-size-xs)	.event-poll-best-result		false
server/public/css/style.css	751	font-weight	var(--font-weight-medium)	.event-poll-best-result		false
server/public/css/style.css	752	text-overflow	ellipsis	.event-poll-best-result		false
server/public/css/style.css	753	white-space	nowrap	.event-poll-best-result		false
server/public/css/style.css	756	position	relative	.action-menu		false
server/public/css/style.css	757	z-index	4	.action-menu		false
server/public/css/style.css	760	z-index	21	.action-menu[open]		false
server/public/css/style.css	763	list-style	none	.action-menu > summary		false
server/public/css/style.css	764	white-space	nowrap	.action-menu > summary		false
server/public/css/style.css	767	display	none	.action-menu > summary::-webkit-details-marker		false
server/public/css/style.css	770	position	absolute	.action-menu-panel		false
server/public/css/style.css	771	top	calc(100% + var(--space-1))	.action-menu-panel		false
server/public/css/style.css	772	right	0	.action-menu-panel		false
server/public/css/style.css	773	z-index	12	.action-menu-panel		false
