file	line	selector	callKey	property	value	code	classification	registryId	contract	owner
server/public/css/style.css	1592	input[type='datetime-local']		font-size	var(--font-size-md)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1592	input[type='number']		font-size	var(--font-size-md)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1592	input[type='password']		font-size	var(--font-size-md)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1592	input[type='search']		font-size	var(--font-size-md)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1592	input[type='text']		font-size	var(--font-size-md)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1592	input[type='url']		font-size	var(--font-size-md)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1592	select		font-size	var(--font-size-md)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1592	textarea		font-size	var(--font-size-md)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1593	input[type='datetime-local']		line-height	var(--control-line-height)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1593	input[type='number']		line-height	var(--control-line-height)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1593	input[type='password']		line-height	var(--control-line-height)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1593	input[type='search']		line-height	var(--control-line-height)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1593	input[type='text']		line-height	var(--control-line-height)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1593	input[type='url']		line-height	var(--control-line-height)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1593	select		line-height	var(--control-line-height)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1593	textarea		line-height	var(--control-line-height)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1595	input[type='datetime-local']		width	100%	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1595	input[type='number']		width	100%	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1595	input[type='password']		width	100%	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1595	input[type='search']		width	100%	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1595	input[type='text']		width	100%	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1595	input[type='url']		width	100%	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1595	select		width	100%	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1595	textarea		width	100%	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1600	input[type='datetime-local']		min-width	0	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1600	input[type='number']		min-width	0	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1600	input[type='password']		min-width	0	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1600	input[type='search']		min-width	0	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1600	input[type='text']		min-width	0	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1600	input[type='url']		min-width	0	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1600	select		min-width	0	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1600	textarea		min-width	0	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1617	input[type='datetime-local']:focus		outline	none	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1617	input[type='number']:focus		outline	none	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1617	input[type='password']:focus		outline	none	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1617	input[type='search']:focus		outline	none	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1617	input[type='text']:focus		outline	none	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1617	input[type='url']:focus		outline	none	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1617	select:focus		outline	none	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1617	textarea:focus		outline	none	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1619	input[type='datetime-local']:focus		box-shadow	0 0 0 3px rgba(91, 140, 255, 0.16)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1619	input[type='number']:focus		box-shadow	0 0 0 3px rgba(91, 140, 255, 0.16)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1619	input[type='password']:focus		box-shadow	0 0 0 3px rgba(91, 140, 255, 0.16)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1619	input[type='search']:focus		box-shadow	0 0 0 3px rgba(91, 140, 255, 0.16)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1619	input[type='text']:focus		box-shadow	0 0 0 3px rgba(91, 140, 255, 0.16)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1619	input[type='url']:focus		box-shadow	0 0 0 3px rgba(91, 140, 255, 0.16)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1619	select:focus		box-shadow	0 0 0 3px rgba(91, 140, 255, 0.16)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1619	textarea:focus		box-shadow	0 0 0 3px rgba(91, 140, 255, 0.16)	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1634	select		padding-right	38px	css-ownership	component-owner	native-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1646	.search-select-control > input		min-height	var(--control-height)	css-ownership	permanent-variant	search-field	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1647	.search-select-control > input		padding-right	calc(var(--tap-target-size) + var(--space-2))	css-ownership	permanent-variant	search-field	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1656	.search-select-toggle		width	var(--tap-target-size)	css-ownership	component-owner	search-select	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1657	.search-select-toggle		min-height	var(--control-height)	css-ownership	component-owner	search-select	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1658	.search-select-toggle		padding	0	css-ownership	component-owner	search-select	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1661	.search-select-toggle		border-radius	0 var(--radius-sm) var(--radius-sm) 0	css-ownership	component-owner	search-select	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1705	.search-select-option		width	100%	css-ownership	component-owner	search-options	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	1706	.search-select-option		min-height	var(--tap-target-size)	css-ownership	component-owner	search-options	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	1707	.search-select-option		padding	var(--space-2) var(--space-3)	css-ownership	component-owner	search-options	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	1709	.search-select-option		border-radius	var(--radius-sm)	css-ownership	component-owner	search-options	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	1712	.search-select-option		font-size	var(--font-size-md)	css-ownership	component-owner	search-options	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	1747	.search-select.has-status-icon .search-select-control > input		padding-left	38px	css-ownership	permanent-variant	search-status-reserve	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1774	.search-select-option.is-active		outline	2px solid var(--accent)	css-ownership	component-owner	search-options	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	1775	.search-select-option.is-active		outline-offset	-2px	css-ownership	component-owner	search-options	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	1795	input[type='color']		width	44px	css-ownership	component-owner	native-control-line	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1796	input[type='color']		height	44px	css-ownership	component-owner	native-control-line	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1797	input[type='color']		padding	0	css-ownership	component-owner	native-control-line	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1799	input[type='color']		border-radius	var(--radius-sm)	css-ownership	component-owner	native-control-line	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1832	.number-stepper input[type='number']		padding-right	30px	css-ownership	permanent-variant	number-stepper-reserve	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1848	.number-stepper-btn		padding	0	css-ownership	component-owner	number-stepper	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/style.css
server/public/css/style.css	1859	.number-stepper-btn .ui-icon		width	11px	internal-icon	permanent-variant	number-stepper-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1860	.number-stepper-btn .ui-icon		height	11px	internal-icon	permanent-variant	number-stepper-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1924	.selection-toolbar input[type='number']		width	calc(var(--space-8) * 2)	css-ownership	permanent-variant	selection-number-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1928	.selection-toolbar .btn		min-height	var(--control-height)	css-ownership	permanent-variant	selection-buttons	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1931	.selection-toolbar-icon		width	var(--tap-target-size)	css-ownership	component-owner	selection-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1932	.selection-toolbar-icon		min-height	var(--control-height)	css-ownership	component-owner	selection-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1933	.selection-toolbar-icon		padding	var(--space-1)	css-ownership	component-owner	selection-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	1953	.selection-search-close		width	var(--tap-target-size)	css-ownership	permanent-variant	selection-search-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1953	.selection-search-trigger		width	var(--tap-target-size)	css-ownership	permanent-variant	selection-search-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1954	.selection-search-close		min-height	var(--control-height)	css-ownership	permanent-variant	selection-search-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1954	.selection-search-trigger		min-height	var(--control-height)	css-ownership	permanent-variant	selection-search-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1955	.selection-search-close		padding	var(--space-1)	css-ownership	permanent-variant	selection-search-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1955	.selection-search-trigger		padding	var(--space-1)	css-ownership	permanent-variant	selection-search-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1969	.selection-search-field input		min-width	0	css-ownership	permanent-variant	selection-search-field	components/selection-search.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1970	.selection-search-field input		width	100%	css-ownership	permanent-variant	selection-search-field	components/selection-search.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	1988	.tournament-team-count-field input[type='number']		width	100%	css-ownership	permanent-variant	tournament-count-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2008	.player-selection-grid .check-row		min-width	0	css-ownership	permanent-variant	roster-selection-frame	components/roster-picker.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2009	.player-selection-grid .check-row		padding	var(--space-2)	css-ownership	permanent-variant	roster-selection-frame	components/roster-picker.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2011	.player-selection-grid .check-row		border-radius	var(--radius-sm)	css-ownership	permanent-variant	roster-selection-frame	components/roster-picker.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2091	.profile-color-trigger		width	var(--tap-target-size)	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2092	.profile-color-trigger		min-height	var(--control-height)	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2093	.profile-color-trigger		padding	0	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2095	.profile-color-trigger		border-radius	var(--radius-sm)	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2153	.profile-color-picker-value		width	100%	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2154	.profile-color-picker-value		min-width	0	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2167	.profile-color-picker-copy		width	var(--tap-target-size)	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2168	.profile-color-picker-copy		min-height	var(--control-height)	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2195	.profile-layout-option		min-width	0	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2196	.profile-layout-option		padding-right	var(--space-2)	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2197	.profile-layout-option		padding-left	var(--space-2)	css-ownership	component-owner	profile-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2250	.profile-agent-key-row input		min-width	0	css-ownership	permanent-variant	profile-agent-field	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2277	.player-assignment-row select		width	100%	css-ownership	permanent-variant	player-assignment-field	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2287	.matchmaking-draw-team.is-winner		box-shadow	inset 0 0 0 1px var(--state-playing)	css-ownership	component-owner	draw-team-surface	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2298	.draft-pool-player		width	100%	css-ownership	component-owner	player-selection-actions	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2370	.collapsible-section-header		min-height	var(--tap-target-size)	css-ownership	component-owner	structural-disclosure	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2402	.tournament-list-card		width	100%	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2403	.tournament-list-card		min-height	calc(var(--row-min-h) + var(--space-4))	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2517	.tournament-drag-player		width	100%	css-ownership	component-owner	player-selection-actions	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2520	.tournament-drag-player		border-radius	var(--radius-sm)	css-ownership	component-owner	player-selection-actions	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2523	.tournament-drag-player		font-size	inherit	css-ownership	component-owner	player-selection-actions	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2621	.tournament-lobby-copy		width	var(--tap-target-size)	css-ownership	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2622	.tournament-lobby-copy		min-height	var(--control-height)	css-ownership	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2685	.dt-date-input		width	100%	css-ownership	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2686	.dt-date-input		border-radius	var(--radius-sm)	css-ownership	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2692	.dt-calendar-btn		width	var(--tap-target-size)	css-ownership	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2693	.dt-calendar-btn		min-height	var(--control-height)	css-ownership	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2694	.dt-calendar-btn		padding	0	css-ownership	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2696	.dt-calendar-btn		border-radius	var(--radius-sm)	css-ownership	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2708	.dt-time-input		width	88px	css-ownership	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2756	.dt-popover-month-year select		min-width	0	css-ownership	permanent-variant	calendar-month-fields	components/date-time-field.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2757	.dt-popover-month-year select		padding	var(--space-1) var(--space-2)	css-ownership	permanent-variant	calendar-month-fields	components/date-time-field.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2758	.dt-popover-month-year select		font-size	var(--font-size-sm)	css-ownership	permanent-variant	calendar-month-fields	components/date-time-field.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	2789	.dt-day		width	100%	css-ownership	component-owner	calendar-days	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2793	.dt-day		border-radius	var(--radius-sm)	css-ownership	component-owner	calendar-days	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2795	.dt-day		font-size	var(--font-size-sm)	css-ownership	component-owner	calendar-days	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2813	.dt-day-today		box-shadow	inset 0 0 0 1px var(--accent)	css-ownership	component-owner	calendar-days	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	2823	.dt-popover .btn-block		class	btn-block	modifier	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	2836	.dt-time-input		width	auto	css-ownership	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3044	.info-tooltip-trigger		width	var(--tap-target-size)	css-ownership	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3045	.info-tooltip-trigger		min-height	var(--control-height)	css-ownership	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3046	.info-tooltip-trigger		min-width	var(--tap-target-size)	css-ownership	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3047	.info-tooltip-trigger		line-height	var(--control-line-height)	css-ownership	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3051	.info-tooltip-trigger		padding	var(--space-1)	css-ownership	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3053	.info-tooltip-trigger		border-radius	var(--radius-sm)	css-ownership	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3112	.card		border-radius	var(--radius)	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3113	.card		padding	var(--card-padding)	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3116	.card		box-shadow	inset 0 1px 0 rgba(255, 255, 255, 0.03)	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3150	.list-row		width	100%	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3153	.list-row		min-height	var(--row-min-h)	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3186	.home-current-navigate		min-width	0	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3187	.home-current-navigate		min-height	var(--row-min-h)	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3189	.home-current-navigate		padding	var(--card-padding)	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3203	.home-current-dismiss		width	var(--tap-target-size)	css-ownership	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3204	.home-current-dismiss		min-height	var(--control-height)	css-ownership	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3224	.more-card		min-height	calc(var(--row-min-h) + var(--space-5))	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3226	.more-card		padding	var(--space-5)	css-ownership	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css
server/public/css/style.css	3379	.game-icon-btn		width	var(--tap-target-size)	css-ownership	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3380	.game-icon-btn		min-height	var(--control-height)	css-ownership	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3381	.game-icon-btn		border-radius	var(--radius-sm)	css-ownership	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3457	.skill-suggestion-chip		padding	0	css-ownership	component-owner	rating-suggestion	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/style.css
server/public/css/style.css	3458	.skill-suggestion-chip		font-size	var(--font-size-xs)	css-ownership	component-owner	rating-suggestion	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/style.css
server/public/css/style.css	3464	.skill-suggestion-chip .ui-icon		width	14px	internal-icon	permanent-variant	rating-suggestion-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3465	.skill-suggestion-chip .ui-icon		height	14px	internal-icon	permanent-variant	rating-suggestion-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3492	.arrival-note-input		min-height	var(--control-height)	css-ownership	component-owner	arrival-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3570	.arrivals-carpool-actions .btn		width	100%	css-ownership	permanent-variant	arrival-action-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3583	.arrivals-free-seat-row .btn		width	calc(var(--space-8) + var(--space-8))	css-ownership	permanent-variant	arrival-action-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3613	.arrivals-sort-button		min-height	var(--control-height)	css-ownership	component-owner	arrival-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3616	.arrivals-sort-button		min-width	0	css-ownership	component-owner	arrival-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3617	.arrivals-sort-button		padding	0	css-ownership	component-owner	arrival-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css
server/public/css/style.css	3630	.arrivals-sort-button .ui-icon		width	1em	internal-icon	permanent-variant	arrival-sort-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3631	.arrivals-sort-button .ui-icon		height	1em	internal-icon	permanent-variant	arrival-sort-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3699	.arrivals-mobile-sort .arrivals-sort-button		min-height	var(--control-height)	css-ownership	permanent-variant	arrival-sort-mobile	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3700	.arrivals-mobile-sort .arrivals-sort-button		padding	6px var(--space-3)	css-ownership	permanent-variant	arrival-sort-mobile	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3702	.arrivals-mobile-sort .arrivals-sort-button		border-radius	var(--radius-sm)	css-ownership	permanent-variant	arrival-sort-mobile	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3704	.arrivals-mobile-sort .arrivals-sort-button		font-size	var(--font-size-sm)	css-ownership	permanent-variant	arrival-sort-mobile	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3746	.invite-link-row .btn		white-space	nowrap	css-ownership	permanent-variant	invite-link-controls	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
server/public/css/style.css	3746	.invite-link-row > input		white-space	nowrap	css-ownership	permanent-variant	invite-link-controls	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css
