file	line	selector	callKey	property	value	code	classification	registryId	contract	owner
server/public/css/arcade.css	27	.arcade-tile		min-height	var(--row-min-h)	css-ownership	component-owner	arcade-tile	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	28	.arcade-tile		padding	var(--space-3)	css-ownership	component-owner	arcade-tile	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	83	.battleship-cell.battleship-ship-segment.is-ship-horizontal.has-next-segment::before		width	var(--space-1)	css-ownership	component-owner	battleship-ship-display	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	89	.battleship-cell.battleship-ship-segment.is-ship-vertical.has-next-segment::before		height	var(--space-1)	css-ownership	component-owner	battleship-ship-display	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	104	.battleship-cell.battleship-ship-segment::after		font-size	var(--font-size-sm)	css-ownership	component-owner	battleship-ship-display	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	106	.battleship-cell.battleship-ship-segment::after		line-height	var(--line-height-tight)	css-ownership	component-owner	battleship-ship-display	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	113	.battleship-cell.battleship-ship-segment:is(.is-hit, .is-sunk)::after		font-size	var(--font-size-2xs)	css-ownership	component-owner	battleship-ship-display	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	121	.challenge-rush-circle		border-radius	var(--radius-full)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	121	.challenge-rush-circle		box-shadow	var(--shadow-glow-accent)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	121	.challenge-rush-circle		height	var(--space-8)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	121	.challenge-rush-circle		width	var(--space-8)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	122	.challenge-rush-big-button		border-radius	var(--radius)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	122	.challenge-rush-big-button		font-size	var(--font-size-xl)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	122	.challenge-rush-big-button		min-height	var(--challenge-rush-button-min-height)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	122	.challenge-rush-big-button		min-width	var(--challenge-rush-button-min-width)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	131	.challenge-rush-memory-cell		font-size	var(--font-size-lg)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	131	.challenge-rush-memory-cell		min-height	var(--tap-target-size)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	131	.challenge-rush-memory-cell		min-width	var(--tap-target-size)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	131	.challenge-rush-memory-cell		padding	var(--space-2)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	134	.challenge-rush-choice		min-height	var(--space-8)	css-ownership	component-owner	challenge-targets	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	170	.arcade-lobby-create-actions .btn		width	100%	css-ownership	permanent-variant	arcade-create-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	215	.arcade-lobby-create-row		min-height	var(--control-height)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	244	.arcade-mode-toggle		width	100%	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	245	.arcade-mode-toggle		min-width	0	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	246	.arcade-mode-toggle		min-height	var(--control-height)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	247	.arcade-mode-toggle		padding	0	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	249	.arcade-mode-toggle		border-radius	var(--radius-full)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	251	.arcade-mode-toggle		box-shadow	inset 0 0 0 1px var(--border)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	255	.arcade-mode-toggle-btn		min-width	0	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	256	.arcade-mode-toggle-btn		min-height	var(--control-height)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	258	.arcade-mode-toggle-btn		border-radius	var(--radius-full)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	259	.arcade-mode-toggle-btn		padding-block	0	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	260	.arcade-mode-toggle-btn		padding-inline	var(--space-2)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	261	.arcade-mode-toggle-btn		font-size	var(--font-size-xs)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	263	.arcade-mode-toggle-btn		line-height	var(--control-line-height)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	268	.arcade-mode-toggle-btn		white-space	nowrap	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	286	.arcade-lobby-create-row > .btn		width	100%	css-ownership	permanent-variant	arcade-create-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	287	.arcade-lobby-create-row > .btn		min-width	0	css-ownership	permanent-variant	arcade-create-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	310	.arcade-lobby-create-row > .arcade-mode-toggle		width	100%	css-ownership	permanent-variant	arcade-create-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	310	.arcade-lobby-create-row > .btn		width	100%	css-ownership	permanent-variant	arcade-create-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	331	.arcade-mode-toggle		width	var(--arcade-lobby-mode-toggle-width)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	335	.arcade-mode-toggle-btn		padding-inline	var(--space-3)	css-ownership	component-owner	arcade-segment	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	338	.arcade-lobby-create-row > .btn		width	auto	css-ownership	permanent-variant	arcade-create-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	340	.arcade-lobby-create-row > .btn		min-width	var(--arcade-lobby-mode-width)	css-ownership	permanent-variant	arcade-create-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	398	.arcade-lobby-free-row .btn		width	100%	css-ownership	permanent-variant	arcade-free-slot-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	432	.arcade-lobby-setting-options .check-row		padding	var(--space-2) var(--space-3)	css-ownership	permanent-variant	arcade-setting-row	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	448	.arcade-lobby-entry-actions > .btn		min-width	0	css-ownership	permanent-variant	arcade-entry-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	506	.scribble-swatch		width	26px	css-ownership	component-owner	scribble-tools	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	507	.scribble-swatch		height	26px	css-ownership	component-owner	scribble-tools	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	508	.scribble-swatch		border-radius	50%	css-ownership	component-owner	scribble-tools	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	510	.scribble-swatch		box-shadow	inset 0 0 0 1px rgba(0, 0, 0, 0.25)	css-ownership	component-owner	scribble-tools	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	512	.scribble-swatch		padding	0	css-ownership	component-owner	scribble-tools	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	519	.scribble-size-btn		width	30px	css-ownership	component-owner	scribble-tools	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	520	.scribble-size-btn		height	30px	css-ownership	component-owner	scribble-tools	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	521	.scribble-size-btn		border-radius	50%	css-ownership	component-owner	scribble-tools	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/arcade.css
server/public/css/arcade.css	551	.scribble-word-choice-btn		font-size	var(--font-size-lg)	css-ownership	component-owner	scribble-word-choice	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	553	.scribble-word-choice-btn		padding	var(--space-3)	css-ownership	component-owner	scribble-word-choice	components/controls.md#strukturziele-mit-44-px	public/css/arcade.css
server/public/css/arcade.css	832	.arcade-toolbar .btn		min-height	var(--control-height)	css-ownership	permanent-variant	arcade-toolbar-buttons	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/arcade.css	838	.arcade-mute-btn		width	var(--tap-target-size)	css-ownership	component-owner	arcade-mute	components/controls.md#tokens-und-einzeilige-controls	public/css/arcade.css
server/public/css/arcade.css	839	.arcade-mute-btn		min-height	var(--control-height)	css-ownership	component-owner	arcade-mute	components/controls.md#tokens-und-einzeilige-controls	public/css/arcade.css
server/public/css/arcade.css	840	.arcade-mute-btn		padding	0	css-ownership	component-owner	arcade-mute	components/controls.md#tokens-und-einzeilige-controls	public/css/arcade.css
server/public/css/arcade.css	1064	.arcade-player-tile.is-winner		box-shadow	0 0 0 1px rgba(145, 99, 245, 0.22), 0 0 28px rgba(145, 99, 245, 0.24)	css-ownership	component-owner	arcade-player-surface	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/arcade.css
server/public/css/domains.css	132	.event-calendar-action-buttons .btn		min-width	0	css-ownership	permanent-variant	event-calendar-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	133	.event-calendar-action-buttons .btn		white-space	normal	css-ownership	permanent-variant	event-calendar-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	178	.event-excuse-actions .btn		min-width	0	css-ownership	permanent-variant	event-excuse-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	179	.event-excuse-actions .btn		white-space	normal	css-ownership	permanent-variant	event-excuse-actions	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	291	.payment-paypal-button		width	var(--space-7)	css-ownership	component-owner	payment-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	292	.payment-paypal-button		height	var(--space-7)	css-ownership	component-owner	payment-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	293	.payment-paypal-button		padding	var(--space-1)	css-ownership	component-owner	payment-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	302	.event-participant-toggle		min-width	0	css-ownership	component-owner	food-disclosure	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	350	.event-card-actions .btn		min-width	0	css-ownership	permanent-variant	event-card-action-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	392	.player-card		padding	var(--space-4)	css-ownership	component-owner	player-card	components/controls.md#strukturziele-mit-44-px	public/css/domains.css
server/public/css/domains.css	399	button.player-card		width	100%	css-ownership	component-owner	player-card	components/controls.md#strukturziele-mit-44-px	public/css/domains.css
server/public/css/domains.css	401	button.player-card		font-size	var(--font-size-md)	css-ownership	component-owner	player-card	components/controls.md#strukturziele-mit-44-px	public/css/domains.css
server/public/css/domains.css	430	input[type='range']		width	100%	css-ownership	component-owner	native-range	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	449	.skill-row-slider		height	6px	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	450	.skill-row-slider		border-radius	var(--radius-full)	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	455	.skill-row-slider::-webkit-slider-thumb		width	20px	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	456	.skill-row-slider::-webkit-slider-thumb		height	20px	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	457	.skill-row-slider::-webkit-slider-thumb		border-radius	50%	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	460	.skill-row-slider::-webkit-slider-thumb		box-shadow	0 1px 3px rgba(0, 0, 0, 0.5)	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	464	.skill-row-slider::-moz-range-thumb		width	16px	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	465	.skill-row-slider::-moz-range-thumb		height	16px	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	466	.skill-row-slider::-moz-range-thumb		border-radius	50%	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	469	.skill-row-slider::-moz-range-thumb		box-shadow	0 1px 3px rgba(0, 0, 0, 0.5)	css-ownership	component-owner	rating-slider	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	517	.tournament-team-skill-header input		width	auto	css-ownership	permanent-variant	tournament-skill-field	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	519	.tournament-team-skill-header input		min-width	0	css-ownership	permanent-variant	tournament-skill-field	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	530	.team-player		padding	var(--space-1) 0	css-ownership	component-owner	player-card	components/controls.md#strukturziele-mit-44-px	public/css/domains.css
server/public/css/domains.css	531	.team-player		min-width	0	css-ownership	component-owner	player-card	components/controls.md#strukturziele-mit-44-px	public/css/domains.css
server/public/css/domains.css	672	.bracket-team-row		min-height	0	css-ownership	component-owner	bracket-row	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	676	.bracket-team-row		padding	0 var(--space-2)	css-ownership	component-owner	bracket-row	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	680	.bracket-team-row		font-size	var(--font-size-sm)	css-ownership	component-owner	bracket-row	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	683	.bracket-team-row		width	100%	css-ownership	component-owner	bracket-row	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	687	.bracket-team-row:first-child		border-radius	var(--radius) var(--radius) 0 0	css-ownership	component-owner	bracket-row	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	690	.bracket-team-row:last-child		border-radius	0 0 var(--radius) var(--radius)	css-ownership	component-owner	bracket-row	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	693	.bracket-match.has-result-action .bracket-team-row		padding-right	calc(var(--space-7) + var(--space-3))	css-ownership	permanent-variant	bracket-action-gutter	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	732	input[type='number'].bracket-score-input		width	calc(var(--space-7) + var(--space-7))	css-ownership	component-owner	result-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	732	input[type='number'].tournament-score-input		width	calc(var(--space-7) + var(--space-7))	css-ownership	component-owner	result-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	733	input[type='number'].bracket-score-input		height	var(--space-7)	css-ownership	component-owner	result-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	733	input[type='number'].tournament-score-input		height	var(--space-7)	css-ownership	component-owner	result-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	735	input[type='number'].bracket-score-input		padding	0 var(--space-7) 0 var(--space-2)	css-ownership	component-owner	result-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	735	input[type='number'].tournament-score-input		padding	0 var(--space-7) 0 var(--space-2)	css-ownership	component-owner	result-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	737	input[type='number'].bracket-score-input		font-size	var(--font-size-sm)	css-ownership	component-owner	result-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	737	input[type='number'].tournament-score-input		font-size	var(--font-size-sm)	css-ownership	component-owner	result-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	743	.bracket-result-edit		width	var(--space-7)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	743	.bracket-score-submit		width	var(--space-7)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	743	.tournament-result-edit		width	var(--space-7)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	743	.tournament-score-submit		width	var(--space-7)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	744	.bracket-result-edit		height	var(--space-7)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	744	.bracket-score-submit		height	var(--space-7)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	744	.tournament-result-edit		height	var(--space-7)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	744	.tournament-score-submit		height	var(--space-7)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	746	.bracket-result-edit		padding	0	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	746	.bracket-score-submit		padding	0	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	746	.tournament-result-edit		padding	0	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	746	.tournament-score-submit		padding	0	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	747	.bracket-result-edit		border-radius	var(--radius-sm)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	747	.bracket-score-submit		border-radius	var(--radius-sm)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	747	.tournament-result-edit		border-radius	var(--radius-sm)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	747	.tournament-score-submit		border-radius	var(--radius-sm)	css-ownership	component-owner	result-actions	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	764	.check-row		padding	var(--space-3) var(--space-1)	css-ownership	component-owner	player-card	components/controls.md#strukturziele-mit-44-px	public/css/domains.css
server/public/css/domains.css	774	.check-row input[type='checkbox']		width	20px	css-ownership	permanent-variant	checkbox-in-row	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	775	.check-row input[type='checkbox']		height	20px	css-ownership	permanent-variant	checkbox-in-row	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	794	.vote-game-grid .check-row		min-width	0	css-ownership	permanent-variant	vote-selection-row	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	795	.vote-game-grid .check-row		padding	var(--space-3)	css-ownership	permanent-variant	vote-selection-row	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	797	.vote-game-grid .check-row		border-radius	var(--radius-sm)	css-ownership	permanent-variant	vote-selection-row	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	883	.vote-info-input		min-height	var(--control-height)	css-ownership	component-owner	vote-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	992	.grouped-page-section .card		box-shadow	none	css-ownership	permanent-variant	grouped-card-surface	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1020	.admin-test-controls .btn		min-width	0	css-ownership	permanent-variant	admin-test-fields	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1021	.admin-test-controls .btn		padding-right	var(--space-2)	css-ownership	permanent-variant	admin-test-fields	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1022	.admin-test-controls .btn		padding-left	var(--space-2)	css-ownership	permanent-variant	admin-test-fields	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1023	.admin-test-controls .btn		font-size	var(--font-size-xs)	css-ownership	permanent-variant	admin-test-fields	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1044	.admin-test-controls .btn		min-height	var(--control-height)	css-ownership	permanent-variant	admin-test-fields	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1044	.admin-test-controls input		min-height	var(--control-height)	css-ownership	permanent-variant	admin-test-fields	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1069	.data-row-action > .btn		white-space	nowrap	css-ownership	permanent-variant	data-row-action-label	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1093	.admin-role-select		width	auto	css-ownership	component-owner	admin-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	1094	.admin-role-select		min-width	var(--assignment-select-width)	css-ownership	component-owner	admin-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	1235	.food-order-card-header-toggle		min-width	0	css-ownership	component-owner	food-disclosure	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	1239	.food-order-card-header-toggle		min-height	var(--control-height)	css-ownership	component-owner	food-disclosure	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	1240	.food-order-card-header-toggle		padding	0	css-ownership	component-owner	food-disclosure	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	1285	.food-order-group-toggle		min-width	0	css-ownership	component-owner	food-disclosure	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	1290	.food-order-group-toggle		padding	0	css-ownership	component-owner	food-disclosure	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/domains.css
server/public/css/domains.css	1356	.food-order-group-actions .payment-paid-marker		min-height	var(--control-height)	css-ownership	permanent-variant	food-payment-marker	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1376	.payment-paid-marker		width	var(--payment-marker-width)	css-ownership	component-owner	payment-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	1377	.payment-paid-marker		min-height	var(--space-7)	css-ownership	component-owner	payment-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	1378	.payment-paid-marker		padding	var(--space-1) var(--space-2)	css-ownership	component-owner	payment-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	1380	.payment-paid-marker		border-radius	var(--radius-sm)	css-ownership	component-owner	payment-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	1383	.payment-paid-marker		font-size	var(--font-size-xs)	css-ownership	component-owner	payment-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/domains.css
server/public/css/domains.css	1425	.food-order-item-action		width	var(--tap-target-size)	css-ownership	permanent-variant	food-position-slots	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1425	.food-order-item-action-spacer		width	var(--tap-target-size)	css-ownership	permanent-variant	food-position-slots	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
server/public/css/domains.css	1426	.food-order-item-action		min-height	var(--control-height)	css-ownership	permanent-variant	food-position-slots	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/domains.css
